,text,labels
1930,"this time out , sade is an unsettlingly familiar figure in turns loyal and deceitful , responsible and reckless , idealistically selfless and coldly self interested",1
1931,"it may scream low budget , but this charmer has a spirit that cannot be denied",1
1932,"yeah , these flicks are just that damn good is n't it great \?",1
1933,"while this has the making of melodrama , the filmmaker cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them",1
1934,"a hidden agenda drama that shouts classic french nuance",1
1935,"a vibrant , colorful , semimusical rendition",1
1936,"a thoughtful , provocative , insistently humanizing film",1
1937,"comedian , like its subjects , delivers the goods and audiences will have a fun , no frills ride",1
1938,"a gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative hollywood practices",1
1939,"by no means a slam dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story",1
1940,"fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school age crowd",1
1941,"measured against practically any like themed film other than its oscar sweeping franchise predecessor the silence of the lambs , red dragon rates as an exceptional thriller",1
1942,"it 's a stunning lyrical work of considerable force and truth",1
1943,"it works its magic with such exuberance and passion that the film 's length becomes a part of its fun",1
1944,"a gentle and engrossing character study",1
1945,"the pianist is a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life here is a divine monument to a single man 's struggle to regain his life , his dignity and his music",1
1946,"excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama",1
1947,"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed",1
1948,"triumph of love is a very silly movie , but the silliness has a pedigree",1
1949,"between bursts of automatic gunfire , the story offers a trenchant critique of capitalism",1
1950,"morvern rocks",1
1951,"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self absorbed martha as her heart begins to open",1
1952,"it 's still a comic book , but maguire makes it a comic book with soul",1
1953,"at its best \( and it does have some very funny sequences \) looking for leonard reminds you just how comically subversive silence can be",1
1954,"it 's a treat watching shaw , a british stage icon , melting under the heat of phocion 's attentions",1
1955,"generates an enormous feeling of empathy for its characters",1
1956,"the tonal shifts are jolting , and though wen 's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive",1
1957,"not a schlocky creature feature but something far more stylish and cerebral and , hence , more chillingly effective",1
1958,"sly , sophisticated and surprising",1
1959,"pacino and williams seem to keep upping the ante on each other , just as their characters do in the film what results is the best performance from either in years",1
1960,"precocious smarter than thou wayward teen struggles to rebel against his oppressive , right wing , propriety obsessed family anyone else seen this before \?",1
1961,"the movie addresses a hungry need for pg rated , nonthreatening family movies , but it does n't go too much further",1
1962,"with an admirably dark first script by brent hanley , paxton , making his directorial feature debut , does strong , measured work",1
1963,"the cast delivers without sham the raw nerved story",1
1964,"some remarkable achival film about how shanghai \( of all places \) served jews who escaped the holocaust",1
1965,"fuller would surely have called this gutsy and at times exhilarating movie a great yarn",1
1966,"one hour photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director mark romanek 's self conscious scrutiny to happen , that finally get under your skin",1
1967,"eric byler 's nuanced pic avoids easy sentiments and explanations",1
1968,"the warnings to resist temptation in this film are blunt and challenging and offer no easy rewards for staying clean",1
1969,"those who do n't entirely 'get' godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy",1
1970,"an inviting piece of film",1
1971,"wise and deadpan humorous",1
1972,"a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in",1
1973,"it 's dark but has wonderfully funny moments you care about the characters and the action and special effects are first rate",1
1974,"though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters",1
1975,"a loving little film of considerable appeal",1
1976,"noyce films it more as a shocking history lesson than as drama",1
1977,"still rapturous after all these years , cinema paradiso stands as one of the great films about movie love",1
1978,"it would be interesting to hear from the other side , but in talk to her , the women are down for the count",1
1979,"an edgy thriller that delivers a surprising punch",1
1980,"far more imaginative and ambitious than the trivial , cash in features nickelodeon has made from its other animated tv series",1
1981,"wang xiaoshuai directs this intricately structured and well realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men",1
1982,"the dangerous lives of altar boys' take on adolescence feels painfully true",1
1983,"amazing ! a college story that works even without vulgarity , sex scenes , and cussing !",1
1984,"it further declares its director , zhang yang of shower , as a boldly experimental , contemporary stylist with a bright future",1
1985,"the story is smart and entirely charming in intent and execution",1
1986,"impresses as a skillfully assembled , highly polished and professional adaptation just about as chilling and unsettling as 'manhunter' was",1
1987,"the overall result is an intelligent , realistic portrayal of testing boundaries",1
1988,"it moves quickly , adroitly , and without fuss it does n't give you time to reflect on the inanity and the cold war datedness of its premise",1
1989,"a flawed but engrossing thriller",1
1990,"a strong first act and absolutely , inescapably gorgeous , skyscraper trapeze motion of the amazing spider man",1
1991,"like a less dizzily gorgeous companion to mr wong 's in the mood for love very much a hong kong movie despite its mainland setting",1
1992,"it has the courage to wonder about big questions with sincerity and devotion it risks seeming slow and pretentious , because it thinks the gamble is worth the promise",1
1993,"the transporter is as lively and as fun as it is unapologetically dumb",1
1994,"a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill",1
1995,"rarely , a movie is more than a movie go",1
1996,"claude chabrol has here a thriller without thrills , but that 's okay",1
1997,"how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not",1
1998,"flawed but worthy look at life in u s relocation camps",1
1999,"ana is a vivid , vibrant individual and the movie 's focus upon her makes it successful and accessible",1
2000,"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy",1
2001,"thanks to ice cube , benjamins feels an awful lot like friday in miami",1
2002,"going to this movie is a little like chewing whale blubber it 's an acquired taste that takes time to enjoy , but it 's worth it , even if it does take 3 hours to get through",1
2003,"a subject like this should inspire reaction in its audience the pianist does not",1
2004,"tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth",1
2005,"you have to pay attention to follow all the stories , but they 're each interesting the movie is well shot and very tragic , and one to ponder after the credits roll",1
2006,"crammed with incident , and bristles with passion and energy",1
2007,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to",1
2008,"a chilling movie without oppressive gore",1
2009,"a feel good picture in the best sense of the term",1
2010,"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life 's stasis",1
2011,"we 've seen the hippie turned yuppie plot before , but there 's an enthusiastic charm in i \? fire that makes the formula fresh again",1
2012,"intelligent , caustic take on a great writer and dubious human being",1
2013,"if you 're down for a silly hack and slash flick , you can do no wrong with jason x",1
2014,"one of jaglom 's better efforts a wry and sometime bitter movie about love",1
2015,"a zinger filled crowd pleaser that open minded elvis fans \( but by no means all \) will have fun with",1
2016,"laced with liberal doses of dark humor , gorgeous exterior photography , and a stable full of solid performances , no such thing is a fascinating little tale",1
2017,"the story , like ravel 's bolero , builds to a crescendo that encompasses many more paths than we started with",1
2018,"a sober and affecting chronicle of the leveling effect of loss",1
2019,"a touching , small scale story of family responsibility and care in the community",1
2020,"who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you",1
2021,"a wild comedy that could only spring from the demented mind of the writer of being john malkovich",1
2022,"while insomnia is in many ways a conventional , even predictable remake , nolan 's penetrating undercurrent of cerebral and cinemantic flair lends \( it \) stimulating depth",1
2023,"this is not chabrol 's best , but even his lesser works outshine the best some directors can offer",1
2024,"at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge",1
2025,"a smart , compelling drama",1
2026,"the ya ya 's have many secrets and one is the books are better translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya ya",1
2027,"lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two actor master class",1
2028,"the film 's greatest asset is how much it 's not just another connect the dots , spy on the run picture",1
2029,"gangster no 1 is solid , satisfying fare for adults",1
2030,"although the level of the comedy declines as the movie proceeds , there 's no denying the fun of watching de niro and crystal having fun",1
2031,"both heartbreaking and heartwarming just a simple fable done in an artless sytle , but it 's tremendously moving",1
2032,"though a capable thriller , somewhere along the way k 19 jettisoned some crucial drama",1
2033,"possession is elizabeth barrett browning meets nancy drew , and it 's directed by neil labute hmm",1
2034,"at times auto focus feels so distant you might as well be watching it through a telescope yet in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second",1
2035,"an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent",1
2036,"exhilarating but blatantly biased",1
2037,"you 'll end up moved",1
2038,"a wildly funny prison caper",1
2039,"wonderful fencing scenes and an exciting plot make this an eminently engrossing film",1
2040,"weird , vulgar comedy that 's definitely an acquired taste",1
2041,"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion",1
2042,"the re release of ron howard 's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages",1
2043,"steve irwin 's method is ernest hemmingway at accelerated speed and volume",1
2044,"with the prospect of films like kangaroo jack about to burst across america 's winter movie screens it 's a pleasure to have a film like the hours as an alternative",1
2045,"the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them",1
2046,"it 's a clever thriller with enough unexpected twists to keep our interest",1
2047,"sure , i hated myself in the morning but then again , i hate myself most mornings i still like moonlight mile , better judgment be damned",1
2048,"ramsay and morton fill this character study with poetic force and buoyant feeling",1
2049,"overall , it 's a very entertaining , thought provoking film with a simple message god is love",1
2050,"a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world",1
2051,"raimi and his team could n't have done any better in bringing the story of spider man to the big screen",1
2052,"enticing and often funny documentary",1
2053,"the film is often filled with a sense of pure wonderment and excitement not often seen in today 's cinema du sarcasm",1
2054,"proves that some movie formulas do n't need messing with like the big bug movie",1
2055,"not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur",1
2056,"it is far from the worst , thanks to the topical issues it raises , the performances of stewart and hardy , and that essential feature a decent full on space battle",1
2057,"a fast moving and remarkable film that appears destined to become a landmark in japanese animation",1
2058,"undoubtedly the scariest movie ever made about tattoos",1
2059,"a slick , engrossing melodrama",1
2060,"the woodman seems to have directly influenced this girl meets girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring",1
2061,"manages to be original , even though it rips off many of its ideas",1
2062,"it 's hard to imagine alan arkin being better than he is in this performance",1
2063,"part of the charm of satin rouge is that it avoids the obvious with humour and lightness",1
2064,"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean luc godard 's finest work",1
2065,"be prepared to cling to the edge of your seat , tense with suspense the ring never lets you off the hook",1
2066,"deep intelligence and a warm , enveloping affection breathe out of every frame",1
2067,"despite its title , punch drunk love is never heavy handed the jabs it employs are short , carefully placed and dead center",1
2068,"achieves a sort of filmic epiphany that revels in the true potential of the medium",1
2069,"as the movie traces mr brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times",1
2070,"although it 's a bit smug and repetitive , this documentary engages your brain in a way few current films do",1
2071,"the actors are so terrific at conveying their young angst , we do indeed feel for them",1
2072,"berry 's saucy , full bodied performance gives this aging series a much needed kick , making die another day one of the most entertaining bonds in years",1
2073,"a fine effort , an interesting topic , some intriguing characters and a sad ending certainly the big finish was n't something galinsky and hawley could have planned for but part of being a good documentarian is being there when the rope snaps",1
2074,"if you 've the patience , there are great rewards here",1
2075,"the second coming of harry potter is a film far superior to its predecessor a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda",1
2076,"brave and sweetly rendered love story",1
2077,"though nijinsky 's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non narrative feature",1
2078,"some of the most inventive silliness you are likely to witness in a movie theatre for some time",1
2079,"brings awareness to an issue often overlooked women 's depression",1
2080,"stevens' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls",1
2081,"working from elliott 's memoir , rohmer fashions the sort of delicate , articulate character and relationship study he 's favored for decades",1
2082,"noyce creates a film of near hypnotic physical beauty even as he tells a story as horrifying as any in the heart breakingly extensive annals of white on black racism",1
2083,"this is a very fine movie go see it",1
2084,"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well detailed characters",1
2085,"an agreeable time wasting device but george pal 's low tech 1960 version still rules the epochs",1
2086,"full of detail about the man and his country , and is well worth seeing",1
2087,"i prefer soderbergh 's concentration on his two lovers over tarkovsky 's mostly male , mostly patriarchal debating societies",1
2088,"together writer director danny verete 's three tales comprise a powerful and reasonably fulfilling gestalt",1
2089,"there 's nothing like love to give a movie a b 12 shot , and cq shimmers with it",1
2090,"left me with the visceral sensation of longing , lasting traces of charlotte 's web of desire and desperation",1
2091,"a comprehensive and provocative film one that pushes the boundaries of biography , and challenges its audience",1
2092,"a well put together piece of urban satire",1
2093,"a terrific date movie , whatever your orientation",1
2094,"for the most part stevens glides through on some solid performances and witty dialogue",1
2095,"nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure",1
2096,"george lucas returns as a visionary with a tale full of nuance and character dimension",1
2097,"its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition",1
2098,"features what is surely the funniest and most accurate depiction of writer 's block ever",1
2099,"it 's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic",1
2100,"credit director ramsay for taking the sometimes improbable story and making it feel realistic",1
2101,"a fascinating examination of the joyous , turbulent self discovery made by a proper , middle aged woman",1
2102,"a conventional , but well crafted film about a historic legal battle in ireland over a man 's right to raise his own children",1
2103,"enriched by a strong and unforced supporting cast",1
2104,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination",1
2105,"engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched",1
2106,"fulfills the minimum requirement of disney animation",1
2107,"no wonder they 're talking about talk to her it 's astonishing",1
2108,"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan 's heroes star bob crane",1
2109,"it has a way of seeping into your consciousness , with lingering questions about what the film is really getting at",1
2110,"there has to be a few advantages to never growing old like being able to hit on a 15 year old when you 're over 100",1
2111,"this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short",1
2112,"a story about intelligent high school students that deals with first love sweetly but also seriously it is also beautifully acted",1
2113,"it 's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage",1
2114,"robinson 's web of suspense matches the page turning frenzy that clancy creates",1
2115,"an amused indictment of jaglom 's own profession",1
2116,"takes a simple premise and carries it to unexpected heights",1
2117,"it 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen",1
2118,"birthday girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency",1
2119,"while somewhat less than it might have been , the film is a good one , and you 've got to hand it to director george clooney for biting off such a big job the first time out",1
2120,"were it not for a sentimental resolution that explains way more about cal than does the movie or the character any good , freundlich 's world traveler might have been one of the more daring and surprising american movies of the year",1
2121,"what 's so striking about jolie 's performance is that she never lets her character become a caricature not even with that radioactive hair",1
2122,"ana 's journey is not a stereotypical one of self discovery , as she 's already comfortable enough in her own skin to be proud of her rubenesque physique",1
2123,"whenever you think you 've figured out late marriage , it throws you for a loop",1
2124,"an energetic and engaging film that never pretends to be something it is n't",1
2125,"it 's not particularly subtle however , it still manages to build to a terrifying , if obvious , conclusion",1
2126,"almost peerlessly unsettling",1
2127,"there 's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance",1
2128,"a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul",1
2129,"a potent allegorical love story",1
2130,"just watch bettany strut his stuff you 'll know a star when you see one",1
2131,"many insightful moments",1
2132,"gran historia sobre el amor , la familia , la lealtad y la traici n que seguramente se convertir en un nuevo cl sico del g nero",1
2133,"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness",1
2134,"this real life hollywood fairy tale is more engaging than the usual fantasies hollywood produces",1
2135,"it wo n't bust your gut and it 's not intended to it 's merely a blandly cinematic surgical examination of what makes a joke a joke",1
2136,"it 's rare to find a film to which the adjective 'gentle' applies , but the word perfectly describes pauline paulette",1
2137,"it is amusing , and that 's all it needs to be",1
2138,"an involving true story of a chinese actor who takes up drugs and winds up in an institution acted mostly by the actual people involved",1
2139,"the movie enters a realm where few non porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle",1
2140,"sweetly sexy , funny and touching",1
2141,"brosnan is more feral in this film than i 've seen him before and halle berry does her best to keep up with him",1
2142,"the movie is well crafted , and well executed if you 're paying attention , the big twists are pretty easy to guess but that does n't make the movie any less entertaining",1
2143,"yakusho and shimizu create engaging characterizations in imamura 's lively and enjoyable cultural mix",1
2144,"toes the fine line between cheese and earnestness remarkably well everything is delivered with such conviction that it 's hard not to be carried away",1
2145,"miyazaki 's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout",1
2146,"i whole heartedly recommend that everyone see this movie for its historical significance alone",1
2147,"shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience",1
2148,"'divertida , enternecedora , universal y profundamente sincera , es una de las mejores comedias rom nticas en mucho tiempo una verdadera delicia '",1
2149,"a great comedy filmmaker knows great comedy need n't always make us laugh tim story 's not there yet but 'barbershop' shows he 's on his way",1
2150,"with or without the sex , a wonderful tale of love and destiny , told well by a master storyteller",1
2151,"stuffed to the brim with ideas , american instigator michael moore 's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition",1
2152,"this is historical filmmaking without the balm of right thinking ideology , either liberal or conservative mr scorsese 's bravery and integrity in advancing this vision can hardly be underestimated",1
2153,"a deviant topical comedy which is funny from start to finish",1
2154,"perhaps the best sports movie i 've ever seen",1
2155,"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror",1
2156,"very well written and directed with brutal honesty and respect for its audience",1
2157,"it must be the end of the world the best film so far this year is a franchise sequel starring wesley snipes",1
2158,"the filmmakers' eye for detail and the high standards of performance convey a strong sense of the girls' environment",1
2159,"it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing",1
2160,"in its dry and forceful way , it delivers the same message as jiri menzel 's closely watched trains and danis tanovic 's no man 's land",1
2161,"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band",1
2162,"a carefully structured scream of consciousness that is tortured and unsettling but unquestionably alive",1
2163,"em ash wednesday em is not edward burns' best film , but it is a good and ambitious film and it marks him as one of the most interesting writer directors working today",1
2164,"murderous maids has a lot going for it , not least the brilliant performances by testud and parmentier",1
2165,"a spunky , original take on a theme that will resonate with singles of many ages",1
2166,"a reasonably entertaining sequel to 1994 's surprise family hit that may strain adult credibility",1
2167,"darkly funny and frequently insightful",1
2168,"the additional storyline is interesting and entertaining , but it does n't have the same magical quality as the beginning of the story i like the new footage and still love the old stuff",1
2169,"fast paced and wonderfully edited , the film is extremely thorough",1
2170,"polished korean political action film is just as good and bad as hollywood action epics is this progress \?",1
2171,"rodriguez does a splendid job of racial profiling hollywood style casting excellent latin actors of all ages a trend long overdue",1
2172,"a chick flick for guys",1
2173,"chilling but uncommercial look into the mind of jeffrey dahmer , serial killer",1
2174,"a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna",1
2175,"easily the most thoughtful fictional examination of the root causes of anti semitism ever seen on screen",1
2176,"one of those movies that make us pause and think of what we have given up to acquire the fast paced contemporary society",1
2177,"invincible is a wonderful movie",1
2178,"a creepy , intermittently powerful study of a self destructive man about as unsettling to watch as an exploratory medical procedure or an autopsy",1
2179,"it 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead end experimentation of the director 's previous full frontal",1
2180,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear",1
2181,"presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation",1
2182,"a fun ride",1
2183,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being",1
2184,"deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world",1
2185,"the movie 's thesis elegant technology for the masses is surprisingly refreshing",1
2186,"tunney , brimming with coltish , neurotic energy , holds the screen like a true star",1
2187,"a charming , quirky and leisurely paced scottish comedy except with an outrageous central gimmick that could have been a reject from monty python 's meaning of life",1
2188,"one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie",1
2189,"stuart 's poor me persona needs a whole bunch of snowball 's cynicism to cut through the sugar coating but once the falcon arrives in the skies above manhattan , the adventure is on red alert",1
2190,"with the same sort of good natured fun found in films like tremors , eight legged freaks is prime escapist fare",1
2191,"one of the most slyly exquisite anti adult movies ever made",1
2192,"it remains to be seen whether statham can move beyond the crime land action genre , but then again , who says he has to \?",1
2193,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie",1
2194,"quite good at providing some good old fashioned spooks",1
2195,"offers laughs and insight into one of the toughest ages a kid can go through",1
2196,"best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report",1
2197,"not a bad choice here , assuming that the air conditioning in the theater is working properly",1
2198,"sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too",1
2199,"a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare 's plays",1
2200,"never mind whether you buy the stuff about barris being a cia hit man the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive",1
2201,"paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble in the ghetto flicks",1
2202,"a passionately inquisitive film determined to uncover the truth and hopefully inspire action",1
2203,"the film overcomes the regular minefield of coming of age cliches with potent doses of honesty and sensitivity",1
2204,"time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness",1
2205,"the large format film is well suited to capture these musicians in full regalia and the incredible imax sound system lets you feel the beat down to your toes",1
2206,"a fine film , but it would be a lot better if it stuck to betty fisher and left out the other stories",1
2207,"often moving and explores the discomfort inherent in the contacts between the american 'hosts' and their 'guests '",1
2208,"the real triumphs in igby come from philippe , who makes oliver far more interesting than the character 's lines would suggest , and sarandon , who could n't be better as a cruel but weirdly likable wasp matron",1
2209,"a properly spooky film about the power of spirits to influence us whether we believe in them or not",1
2210,"holm does his sly , intricate magic , and iben hjelje is entirely appealing as pumpkin",1
2211,"craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters",1
2212,"the film sometimes flags but there is enough secondary action to keep things moving along at a brisk , amusing pace",1
2213,"the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms ambrose",1
2214,"it may not be a huge cut of above the rest , but i enjoyed barbershop it 's a funny little movie with clever dialogue and likeable characters",1
2215,"the touch is generally light enough and the performances , for the most part , credible",1
2216,"even if you do n't think kissinger 's any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch",1
2217,"together time out and human resources establish mr cantet as france 's foremost cinematic poet of the workplace",1
2218,"a vivid , thoughtful , unapologetically raw coming of age tale full of sex , drugs and rock 'n' roll",1
2219,"an entertaining documentary that freshly considers arguments the bard 's immortal plays were written by somebody else",1
2220,"can be viewed as pure composition and form film as music",1
2221,"extreme ops exceeds expectations good fun , good action , good acting , good dialogue , good pace , good cinematography",1
2222,"a joke at once flaky and resonant , lightweight and bizarrely original",1
2223,"shyamalan takes a potentially trite and overused concept \( aliens come to earth \) and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion",1
2224,"what makes it worth watching is quaid 's performance",1
2225,"you can almost see mendes and company getting together before a single frame had been shot and collectively vowing , 'this is going to be something really good ' and it is",1
2226,"perhaps not since nelson eddy crooned his indian love call to jeanette macdonald has there been a movie so unabashedly canadian , not afraid to risk american scorn or disinterest",1
2227,"it 's an experience in understanding a unique culture that is presented with universal appeal",1
2228,"the hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame",1
2229,"offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works",1
2230,"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years",1
2231,"a thoughtful what if for the heart as well as the mind",1
2232,"a difficult but worthy film that bites off more than it can chew by linking the massacre of armenians in 1915 with some difficult relationships in the present",1
2233,"the new guy does have a heart now , if it only had a brain",1
2234,"i do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold",1
2235,"a decent enough nail biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood",1
2236,"there 's something to be said for a studio produced film that never bothers to hand viewers a suitcase full of easy answers",1
2237,"it 's somewhat clumsy and too lethargically paced but its story about a mysterious creature with psychic abilities offers a solid build up , a terrific climax , and some nice chills along the way",1
2238,"a gem , captured in the unhurried , low key style favored by many directors of the iranian new wave",1
2239,"very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both",1
2240,"for a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them",1
2241,"the powerful success of read my lips with such provocative material shows why , after only three films , director co writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers",1
2242,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger",1
2243,"bogdanovich taps deep into the hearst mystique , entertainingly reenacting a historic scandal",1
2244,"a devastatingly powerful and astonishingly vivid holocaust drama",1
2245,"the overall effect is awe and affection and a strange urge to get on a board and , uh , shred , dude",1
2246,"a compelling portrait of moral emptiness",1
2247,"this is one of mr chabrol 's subtlest works , but also one of his most uncanny",1
2248,"what a concept , what an idea , what a thrill ride this is a more fascinating look at the future than bladerunner and one of the most high concept sci fi adventures attempted for the screen",1
2249,"an imaginative comedy thriller",1
2250,"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality",1
2251,"it 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5",1
2252,"like leon , it 's frustrating and still oddly likable",1
2253,"even through its flaws , revolution 9 proves to be a compelling , interestingly told film",1
2254,"an exhilarating futuristic thriller noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order",1
2255,"austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride",1
2256,"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks",1
2257,"me without you has a bracing truth that 's refreshing after the phoniness of female bonding pictures like divine secrets of the ya ya sisterhood",1
2258,"the piano teacher is not an easy film it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling",1
2259,"borrows a bit from the classics wait until dark and extremities but in terms of its style , the movie is in a class by itself",1
2260,"a very good film sits in the place where a masterpiece should be",1
2261,"the movie is hardly a masterpiece , but it does mark ms bullock 's best work in some time",1
2262,"i ca n't say that i liked homeboy it 'd be more accurate to say that i found it intriguing , bizarre , dogma like in spots and quite truthful , in its way",1
2263,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience",1
2264,"at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance",1
2265,"sayles is making a statement about the inability of dreams and aspirations to carry forward into the next generation",1
